section,name,price,category,description,availability,img_primary,img_secondary,prdouct_url
mind & body,Precious Wood – Home Aroma Blend 20ml,$19.00 ,HOME AROMA BLENDS,"100% pure natural essential oil distilled at source. Carefully processed to ensure rich natural aroma & benefits are preserved in every drop.
Soothing
Cooling
Refreshing",Out of stock,Precious Wood – Home Aroma Blend 20ml_primary.jpg,Precious Wood – Home Aroma Blend 20ml_secondary.jpg,
mind & body,Aloe Watergrass – Home Aroma Blend 20ml,$17.00 ,HOME AROMA BLENDS,"100% pure natural essential oil distilled at source. Carefully processed to ensure rich natural aroma & benefits are preserved in every drop.
Soothing
Warming
Energising",Out of stock,Aloe Watergrass – Home Aroma Blend 20ml_primary.jpg,Aloe Watergrass – Home Aroma Blend 20ml_secondary.jpg,
mind & body,Forest Trail – Home Aroma Blend 20ml,$16.00 ,HOME AROMA BLENDS,"100% pure natural essential oil distilled at source. Carefully processed to ensure rich natural aroma & benefits are preserved in every drop.
Soothing
Refreshing
Balancing",Out of stock,Forest Trail – Home Aroma Blend 20ml_primary.jpg,Forest Trail – Home Aroma Blend 20ml_secondary.jpg,
mind & body,Ceylon Tea & Ylang – Home Aroma Blend 20ml,$17.00 ,HOME AROMA BLENDS,100% pure natural essential oil distilled at source. Carefully processed to ensure rich natural aroma & benefits are preserved in every drop.,Out of stock,Ceylon Tea & Ylang – Home Aroma Blend 20ml_primary.jpg,Ceylon Tea & Ylang – Home Aroma Blend 20ml_secondary.jpg,
mind & body,Cardamom Rose – Home Spa Set,$46.00 ,BRIDAL SHOWER,"A selection of indulgent Ayurveda home spa formulae infused with precious herbs & pure aromatic essential oils.
Available to purchase in the local Stores.",Out of stock,,,
mind & body,Pink Grapefruit – Home Aroma Blend 20ml,$15.00 ,HOME AROMA BLENDS,For body massage use. Best for oily / Problem skin.,Out of stock,Pink Grapefruit – Home Aroma Blend 20ml_primary.jpg,Pink Grapefruit – Home Aroma Blend 20ml_secondary.jpg,
mind & body,Peppermint – Essential Oil 20ml,$12.00 ,ESSENTIAL OILS,For body massage use: Best for oily skin.,In Stock,Peppermint – Essential Oil 20ml_primary.jpg,Peppermint – Essential Oil 20ml_secondary.jpg,
mind & body,White Tuberose – Body Scrub 200g,$25.00 ,BODY SCRUBS & POLISHES,"A nutrient-rich creamy formula with 100% pure precious Tuberose oil to gently lighten, brighten & illuminate skin.",Out of stock,White Tuberose – Body Scrub 200g_primary.jpg,White Tuberose – Body Scrub 200g_secondary.jpg,
mind & body,Sensual Sandalwood – Bath & Massage Oil 150ml,$20.00 ,DOSHA TYPES,A sensual blend of herbs & essential oils Hydrate & de-stress the body & mind.,Out of stock,Sensual Sandalwood – Bath & Massage Oil 150ml_primary.jpg,Sensual Sandalwood – Bath & Massage Oil 150ml_secondary.jpg,
mind & body,Ceylon Tea & Ylang – Body Butter 225g,$20.00 ,CEYLON TEA,"A light moisturiser infused with a naturally protective blend of Green, White & Black Teas – rich in natural anti-oxidants & nutrients.",Out of stock,Ceylon Tea & Ylang – Body Butter 225g_primary.jpg,Ceylon Tea & Ylang – Body Butter 225g_secondary.jpg,
mind & body,Ceylon Tea & Spice – Body Scrub 225g,$17.00 ,BODY SCRUBS & POLISHES,"A creamy scrub infused with a naturally protective, soothing & calming blend of Green, White & Black Teas",In Stock,Ceylon Tea & Spice – Body Scrub 225g_primary.jpg,Ceylon Tea & Spice – Body Scrub 225g_secondary.jpg,
mind & body,Pink Lotus – Body Oil Mist 100ml,$14.00 ,BODY OILS,"Fast-absorbent natural formula. Nourishes, conditions & protects, restoring natural balance.",In Stock,Pink Lotus – Body Oil Mist 100ml_primary.jpg,Pink Lotus – Body Oil Mist 100ml_secondary.jpg,
mind & body,Water Lily – Body Lotion 300ml,$17.00 ,DOSHA TYPES,"Natural formula to moisturise, nourish & treat dryness.",Out of stock,Water Lily – Body Lotion 300ml_primary.jpg,Water Lily – Body Lotion 300ml_secondary.jpg,
mind & body,Pink Lotus – Body Lotion 300ml,$17.00 ,DOSHA TYPES,"A rich natural formula with a hydrating blend of herbs & floral extracts to moisturise, nourish & care. Olive, Wheatgerm & Rice Bran help hydrate & promote moisture retention. Virgin Coconut & Sweet Almond improve overall skin health & protect skin from harmful effects of sun, cold & pollution. Pink Lotus, Saffron & Sandalwood help soothe dryness, soften rough patches & energize skin, while improving visible youthfulness. The tropical aroma of Pink Lotus delights the senses.",Out of stock,Pink Lotus – Body Lotion 300ml_primary.jpg,Pink Lotus – Body Lotion 300ml_secondary.jpg,
mind & body,Ginger Spice – Bath & Shower Gel 300ml,$15.00 ,BATH & SHOWER,A mild cleansing formula blended with uplifting essential oils to gently Face Care/Purify the body & clear the mind.,Out of stock,,Ginger Spice – Bath & Shower Gel 300ml_secondary.jpg,
mind & body,Margosa Lime – Bath & Shower Gel 300Ml,$15.00 ,BATH & SHOWER,Best for normal to dry skin,In Stock,,Margosa Lime – Bath & Shower Gel 300Ml_secondary.jpg,
mind & body,Aloe Vera Mint – Bath & Shower Gel 300Ml,$15.00 ,BATH & SHOWER,A mild cleansing formula blended with soothing essential oils to gently purify the body & calm the mind.,Out of stock,,Aloe Vera Mint – Bath & Shower Gel 300Ml_secondary.jpg,
mind & body,Calumba Wood – Body Scrub 225g,$15.00 ,BODY SCRUBS & POLISHES,"A deep action natural exfoliating formula. Clears clogged pores, removing harmful toxins & dead cells.",Out of stock,Calumba Wood – Body Scrub 225g_primary.jpg,Calumba Wood – Body Scrub 225g_secondary.jpg,
mind & body,Vetiver & Island Spice – Massage & Bath Oil 150ml,$18.00 ,DOSHA TYPES,"An uplifting blend of essential oils & Ayurvedic herbs, infused in vitamin rich virgin coconut oil.
* Paraben Free
* Alcohol Free
* Paraffin Free
* Against Animal Cruelty
* Sustainable Harvesting
* 100% Vegetarian
* Supports Community Fair Trade",In Stock,Vetiver & Island Spice – Massage & Bath Oil 150ml_primary.jpg,Vetiver & Island Spice – Massage & Bath Oil 150ml_secondary.jpg,
mind & body,Aloe Vera & Pandanus – Massage & Bath Oil 150ml,$18.00 ,MASSAGE BALMS & OILS,"Rejuvenate your mind and body with a calming blend of essential oils & Ayurvedic herbs, infused in vitamin rich virgin coconut oil.",Out of stock,Aloe Vera & Pandanus – Massage & Bath Oil 150ml_primary.jpg,Aloe Vera & Pandanus – Massage & Bath Oil 150ml_secondary.jpg,
mind & body,Sensual Sandalwood – Bath & Shower Gel 300ml,$23.00 ,BATH & SHOWER,A mild cleanser with a blend of herbs & essential oils to hydrate & de-stress the body & mind.,Out of stock,Sensual Sandalwood – Bath & Shower Gel 300ml_primary.jpg,Sensual Sandalwood – Bath & Shower Gel 300ml_secondary.jpg,
mind & body,Aloe Vera Mint – Massage Balm 200g,$17.00 ,MASSAGE BALMS & OILS,"A naturally uplifting formula. Promotes natural well-being & relaxation. Nourishes & moisturises, improving skin health. Soothing rejuvenation for mind & body.",Out of stock,Aloe Vera Mint – Massage Balm 200g_primary.jpg,Aloe Vera Mint – Massage Balm 200g_secondary.jpg,
mind & body,Red Sandalwood – Body Scrub 225g,$15.00 ,BODY SCRUBS & POLISHES,"A deep action natural exfoliating formula. Clears clogged pores, removing harmful toxins & dead cells.",In Stock,Red Sandalwood – Body Scrub 225g_primary.jpg,Red Sandalwood – Body Scrub 225g_secondary.jpg,
mind & body,Red Sandal & Cinnamon – Anti-Bacterial Exfoliating Wellness Soap 100g,$7.00 ,BATH & SHOWER,"A deep-purifying treatment infused with a naturally anti-bacterial blend of Red Sandal, Cinnamon, Licorice, Lavender, Lemon, Rosemary & Cardamom.",In Stock,Red Sandal & Cinnamon – Anti-Bacterial Exfoliating Wellness Soap 100g_primary.jpg,Red Sandal & Cinnamon – Anti-Bacterial Exfoliating Wellness Soap 100g_secondary.jpg,
hair,Jewel Paradise – Island Cracker (Large),$20.00 ,FESTIVE EDITIONS,"This festive season, we celebrate Ceylon’s rich heritage of exotic, coloured gemstones, treasured over centuries of time. The limited-edition celebration collections are adorned with these precious sparkling jewels, uniquely laid out in our signature floral artistry, inspired by traditional motifs from the grand Royal palaces of ancient Ceylon.
Every time you purchase or gift an item from our Jewel Paradise Collection, you contribute a part of the proceeds towards Spa Ceylon’s initiatives, to help conserve endangered species of rare Ceylonese flowers in the rainforest regions of the island.",Out of stock,Jewel Paradise – Island Cracker (Large)_primary.jpg,Jewel Paradise – Island Cracker (Large)_secondary.jpg,
hair,Jewel Paradise – Bath & Body Collection,$33.00 ,FESTIVE EDITIONS,"This festive season, we celebrate Ceylon’s rich heritage of exotic, coloured gemstones, treasured over centuries of time. The limited-edition celebration collections are adorned with these precious sparkling jewels, uniquely laid out in our signature floral artistry, inspired by traditional motifs from the grand Royal palaces of ancient Ceylon.
Every time you purchase or gift an item from our Jewel Paradise Collection, you contribute a part of the proceeds towards Spa Ceylon’s initiatives, to help conserve endangered species of rare Ceylonese flowers in the rainforest regions of the island.",Out of stock,Jewel Paradise – Bath & Body Collection_primary.jpg,Jewel Paradise – Bath & Body Collection_secondary.jpg,
hair,Jewel Paradise – 100g Luxury Soap Collection,$13.00 ,FESTIVE EDITIONS,"This festive season, we celebrate Ceylon’s rich heritage of exotic, coloured gemstones, treasured over centuries of time. The limited-edition celebration collections are adorned with these precious sparkling jewels, uniquely laid out in our signature floral artistry, inspired by traditional motifs from the grand Royal palaces of ancient Ceylon.
Every time you purchase or gift an item from our Jewel Paradise Collection, you contribute a part of the proceeds towards Spa Ceylon’s initiatives, to help conserve endangered species of rare Ceylonese flowers in the rainforest regions of the island.",Out of stock,Jewel Paradise – 100g Luxury Soap Collection_primary.jpg,Jewel Paradise – 100g Luxury Soap Collection_secondary.jpg,
hair,Jewel Paradise – 50g Luxury Soap Collection,$10.00 ,FESTIVE EDITIONS,"This festive season, we celebrate Ceylon’s rich heritage of exotic, coloured gemstones, treasured over centuries of time. The limited-edition celebration collections are adorned with these precious sparkling jewels, uniquely laid out in our signature floral artistry, inspired by traditional motifs from the grand Royal palaces of ancient Ceylon.
Every time you purchase or gift an item from our Jewel Paradise Collection, you contribute a part of the proceeds towards Spa Ceylon’s initiatives, to help conserve endangered species of rare Ceylonese flowers in the rainforest regions of the island.",Out of stock,Jewel Paradise – 50g Luxury Soap Collection_primary.jpg,Jewel Paradise – 50g Luxury Soap Collection_secondary.jpg,
hair,Jewel Paradise – Island Treats –  Royal Lotus,$16.00 ,FESTIVE EDITIONS,"This festive season, we celebrate Ceylon’s rich heritage of exotic, coloured gemstones, treasured over centuries of time. The limited-edition celebration collections are adorned with these precious sparkling jewels, uniquely laid out in our signature floral artistry, inspired by traditional motifs from the grand Royal palaces of ancient Ceylon.
Every time you purchase or gift an item from our Jewel Paradise Collection, you contribute a part of the proceeds towards Spa Ceylon’s initiatives, to help conserve endangered species of rare Ceylonese flowers in the rainforest regions of the island.",Out of stock,Jewel Paradise – Island Treats –  Royal Lotus_primary.jpg,Jewel Paradise – Island Treats –  Royal Lotus_secondary.jpg,
hair,Jewel Paradise – Island Treats – Neroli Jasmine,$16.00 ,FESTIVE EDITIONS,"This festive season, we celebrate Ceylon’s rich heritage of exotic, coloured gemstones, treasured over centuries of time. The limited-edition celebration collections are adorned with these precious sparkling jewels, uniquely laid out in our signature floral artistry, inspired by traditional motifs from the grand Royal palaces of ancient Ceylon.
Every time you purchase or gift an item from our Jewel Paradise Collection, you contribute a part of the proceeds towards Spa Ceylon’s initiatives, to help conserve endangered species of rare Ceylonese flowers in the rainforest regions of the island.",Out of stock,Jewel Paradise – Island Treats – Neroli Jasmine_primary.jpg,Jewel Paradise – Island Treats – Neroli Jasmine_secondary.jpg,
hair,Jewel Paradise – Island Treats – Kandyan Rose,$16.00 ,FESTIVE EDITIONS,"This festive season, we celebrate Ceylon’s rich heritage of exotic, coloured gemstones, treasured over centuries of time. The limited-edition celebration collections are adorned with these precious sparkling jewels, uniquely laid out in our signature floral artistry, inspired by traditional motifs from the grand Royal palaces of ancient Ceylon.
Every time you purchase or gift an item from our Jewel Paradise Collection, you contribute a part of the proceeds towards Spa Ceylon’s initiatives, to help conserve endangered species of rare Ceylonese flowers in the rainforest regions of the island.",Out of stock,Jewel Paradise – Island Treats – Kandyan Rose_primary.jpg,Jewel Paradise – Island Treats – Kandyan Rose_secondary.jpg,
hair,Jewel Paradise – Island Cracker Trio,$13.00 ,FESTIVE EDITIONS,"This festive season, we celebrate Ceylon’s rich heritage of exotic, coloured gemstones, treasured over centuries of time. The limited-edition celebration collections are adorned with these precious sparkling jewels, uniquely laid out in our signature floral artistry, inspired by traditional motifs from the grand Royal palaces of ancient Ceylon.
Every time you purchase or gift an item from our Jewel Paradise Collection, you contribute a part of the proceeds towards Spa Ceylon’s initiatives, to help conserve endangered species of rare Ceylonese flowers in the rainforest regions of the island.",Out of stock,Jewel Paradise – Island Cracker Trio_primary.jpg,Jewel Paradise – Island Cracker Trio_secondary.jpg,
hair,Jewel Paradise – Pampering Set  – Royal Lotus,$22.00 ,FESTIVE EDITIONS,"This festive season, we celebrate Ceylon’s rich heritage of exotic, coloured gemstones, treasured over centuries of time. The limited-edition celebration collections are adorned with these precious sparkling jewels, uniquely laid out in our signature floral artistry, inspired by traditional motifs from the grand Royal palaces of ancient Ceylon.
Every time you purchase or gift an item from our Jewel Paradise Collection, you contribute a part of the proceeds towards Spa Ceylon’s initiatives, to help conserve endangered species of rare Ceylonese flowers in the rainforest regions of the island.",Out of stock,Jewel Paradise – Pampering Set  – Royal Lotus_primary.jpg,Jewel Paradise – Pampering Set  – Royal Lotus_secondary.jpg,
hair,Jewel Paradise – Pampering Set – Neroli Jasmine,$22.00 ,FESTIVE EDITIONS,"This festive season, we celebrate Ceylon’s rich heritage of exotic, coloured gemstones, treasured over centuries of time. The limited-edition celebration collections are adorned with these precious sparkling jewels, uniquely laid out in our signature floral artistry, inspired by traditional motifs from the grand Royal palaces of ancient Ceylon.
Every time you purchase or gift an item from our Jewel Paradise Collection, you contribute a part of the proceeds towards Spa Ceylon’s initiatives, to help conserve endangered species of rare Ceylonese flowers in the rainforest regions of the island.",Out of stock,Jewel Paradise – Pampering Set – Neroli Jasmine_primary.jpg,Jewel Paradise – Pampering Set – Neroli Jasmine_secondary.jpg,
hair,Jewel Paradise – Pampering Set  – Kandyan Rose,$22.00 ,FESTIVE EDITIONS,"This festive season, we celebrate Ceylon’s rich heritage of exotic, coloured gemstones, treasured over centuries of time. The limited-edition celebration collections are adorned with these precious sparkling jewels, uniquely laid out in our signature floral artistry, inspired by traditional motifs from the grand Royal palaces of ancient Ceylon.
Every time you purchase or gift an item from our Jewel Paradise Collection, you contribute a part of the proceeds towards Spa Ceylon’s initiatives, to help conserve endangered species of rare Ceylonese flowers in the rainforest regions of the island.",Out of stock,Jewel Paradise – Pampering Set  – Kandyan Rose_primary.jpg,Jewel Paradise – Pampering Set  – Kandyan Rose_secondary.jpg,
hair,Sensual Sandalwood – Body & Pillow Mist – 100ml,,HAIRFALL CONTROL,A soothing & protective mist with a blend of herbs & essential oils soothe & de-stress the body & mind.,Availability not available,,,
hair,Virgin Coconut – Hair Nourishing Oil 100ml,$10.00 ,DRY HAIR,A 100% natural ultra-light blend of pure Virgin Coconut & lighter Coconut Oils.,Out of stock,Virgin Coconut – Hair Nourishing Oil 100ml_primary.jpg,Virgin Coconut – Hair Nourishing Oil 100ml_secondary.jpg,
hair,Aloe Vera Watergrass -Hair Nourishing Oil 100ml,$16.00 ,ALOE VERA WATERGRASS,A powerful nourishing formula with Ayurveda WonderHerbs infused in vitamin-rich Virgin Coconut oil.,In Stock,Aloe Vera Watergrass -Hair Nourishing Oil 100ml_primary.jpg,Aloe Vera Watergrass -Hair Nourishing Oil 100ml_secondary.jpg,
hair,Neelyadi -Medicated Scalp & Hair Treatment Oil 100ml,$12.00 ,DANDRUFF,"The deep penetrating medicated action nourishes & calms scalp & hair, to help effectively soothe, treat & control dandruff, itching, flaking & other related scalp problems.",Out of stock,Neelyadi -Medicated Scalp & Hair Treatment Oil 100ml_primary.jpg,Neelyadi -Medicated Scalp & Hair Treatment Oil 100ml_secondary.jpg,
hair,Neroli Jasmine – Hair Nourishing Oil 100ml,$12.00 ,DAMAGED & COLOURED HAIR,A powerful nourishing formula with Ayurveda WonderHerbs infused in vitamin-rich Virgin Coconut oil.,Out of stock,Neroli Jasmine – Hair Nourishing Oil 100ml_primary.jpg,Neroli Jasmine – Hair Nourishing Oil 100ml_secondary.jpg,
hair,Neroli Jasmine – Nourishing Hair Conditioner – 250ml,$17.00 ,CONDITIONERS,"A complete natural hair repair treatment, blended with vitamin-rich Wheatgerm & Aloe Vera to help reinforce, strengthen & fortify scalp & hair balance, visibly repairing damage due to harsh colouring & chemical processes.",Out of stock,Neroli Jasmine – Nourishing Hair Conditioner – 250ml_primary.jpg,Neroli Jasmine – Nourishing Hair Conditioner – 250ml_secondary.jpg,
hair,Neroli Jasmine – Gentle Hair Cleanser – 250ml,$16.00 ,CLEANSER,"A mild sulphate-free natural formula, blended with vitamin-rich Aloe Vera & Virgin Coconut to purify hair & improve natural scalp balance.",Out of stock,Neroli Jasmine – Gentle Hair Cleanser – 250ml_primary.jpg,Neroli Jasmine – Gentle Hair Cleanser – 250ml_secondary.jpg,
hair,Kesharaja – Gentle Hair Cleanser – 250ml,$16.00 ,CLEANSER,"A mild sulphate-free natural formula, super-charged with the powerful goodness of Kesharaja Treatment Oil.",Out of stock,Kesharaja – Gentle Hair Cleanser – 250ml_primary.jpg,Kesharaja – Gentle Hair Cleanser – 250ml_secondary.jpg,
hair,Virgin Coconut – Nourishing Hair Conditioner 250ml,$17.00 ,CONDITIONERS,"A total-care conditioner, blended with pure Virgin Coconut Oil – naturally cold pressed at source from the finest fresh coconuts hand-picked from the lush tropical gardens of Ceylon.",Out of stock,Virgin Coconut – Nourishing Hair Conditioner 250ml_primary.jpg,Virgin Coconut – Nourishing Hair Conditioner 250ml_secondary.jpg,
hair,Virgin Coconut – Gentle Hair Cleanser 250ml,$16.00 ,CLEANSER,"A mild cleansing formula, blended with pure Virgin Coconut Oil – naturally cold pressed at source from the finest fresh coconuts hand-picked from the lush tropical gardens of Ceylon.",In Stock,Virgin Coconut – Gentle Hair Cleanser 250ml_primary.jpg,Virgin Coconut – Gentle Hair Cleanser 250ml_secondary.jpg,
hair,Kesharaja – Hair Treatment Masque 150ml,$18.00 ,HAIR TREATMENT MASQUES,"A deep penetrating regenerative treatment, super-charged with the powerful goodness of Kesharaja Treatment Oil.",In Stock,Kesharaja – Hair Treatment Masque 150ml_primary.jpg,Kesharaja – Hair Treatment Masque 150ml_secondary.jpg,
hair,Neroli Jasmine – Hair Treatment Masque 150ml,$18.00 ,DAMAGED & COLOURED HAIR,"A deep penetrating regenerative treatment blended with vitamin-rich Wheatgerm & Aloe Vera to nourish & fortify hair, enhancing overall hair wellness.",Out of stock,Neroli Jasmine – Hair Treatment Masque 150ml_primary.jpg,Neroli Jasmine – Hair Treatment Masque 150ml_secondary.jpg,
hair,Virgin Coconut – Hair Treatment Masque 150ml,$18.00 ,DRY HAIR,"A deep penetrating regenerative treatment blended with vitamin-rich Virgin Coconut & Aloe Vera to nourish, hydrate & enhance overall hair wellness.",In Stock,Virgin Coconut – Hair Treatment Masque 150ml_primary.jpg,Virgin Coconut – Hair Treatment Masque 150ml_secondary.jpg,
hair,Sandalwood Vetiver – Nourishing Hair Conditioner – 250ml,$17.00 ,CONDITIONERS,"A complete natural hair repair treatment, blended with vitamin-rich Virgin Coconut & Aloe Vera to help reinforce & restore scalp & hair balance.",Out of stock,Sandalwood Vetiver – Nourishing Hair Conditioner – 250ml_primary.jpg,Sandalwood Vetiver – Nourishing Hair Conditioner – 250ml_secondary.jpg,
hair,Sandalwood Vetiver – Gentle Hair Cleanser – 250ml,$16.00 ,CLEANSER,"A mild sulphate-free natural formula, blended with vitamin-rich Aloe Vera & Virgin Coconut to deep purify hair, remove excess surface oil & improve natural scalp balance.",In Stock,Sandalwood Vetiver – Gentle Hair Cleanser – 250ml_primary.jpg,Sandalwood Vetiver – Gentle Hair Cleanser – 250ml_secondary.jpg,
hair,Aloe Vera Watergrass – Nourishing Hair Conditioner – 250ml,$17.00 ,ALOE VERA WATERGRASS,"A complete natural hair repair treatment, blended with vitamin-rich Virgin Coconut & Aloe Vera to help reinforce, strengthen & fortify scalp & hair balance.",Out of stock,Aloe Vera Watergrass – Nourishing Hair Conditioner – 250ml_primary.jpg,Aloe Vera Watergrass – Nourishing Hair Conditioner – 250ml_secondary.jpg,
hair,Aloe Vera Watergrass – Gentle Hair Cleanser – 250ml,$16.00 ,ALOE VERA WATERGRASS,"A mild sulphate-free natural formula, blended with vitamin-rich Aloe Vera & Virgin Coconut to purify hair & fortify natural scalp balance.",In Stock,Aloe Vera Watergrass – Gentle Hair Cleanser – 250ml_primary.jpg,Aloe Vera Watergrass – Gentle Hair Cleanser – 250ml_secondary.jpg,
hair,Margosa Mint – Medicated Hair Conditioner – 250ml,$17.00 ,CONDITIONERS,"A powerful natural hair repair treatment blended with vitamin-rich Virgin Coconut, Wheatgerm & hydrating Aloe Vera to help nourish, condition & restore natural scalp balance, while Soya & Olive help minimize the feeling of roughness.",In Stock,Margosa Mint – Medicated Hair Conditioner – 250ml_primary.jpg,Margosa Mint – Medicated Hair Conditioner – 250ml_secondary.jpg,
hair,Margosa Mint – Medicated Hair Cleanser – 250ml,$16.00 ,CLEANSER,"A powerful sulphate-free natural formula, blended with vitamin-rich Virgin Coconut, Sesame & hydrating Aloe Vera to purify hair & restore natural scalp balance.",Out of stock,Margosa Mint – Medicated Hair Cleanser – 250ml_primary.jpg,Margosa Mint – Medicated Hair Cleanser – 250ml_secondary.jpg,
hair,Pure Aloe – All Seasons Soothing & Hydrating Head To Toe Caring Gel 100ml,$26.00 ,GEL,"Enriched with the natural goodness of pure fresh Aloe Vera from our Community Trade village farmers in the North-western coast of our island home. This oil-free gel instantly blends in, to help soothe & relieve skin & care after harsh exposure to sun, water & cold.",In Stock,Pure Aloe – All Seasons Soothing & Hydrating Head To Toe Caring Gel 100ml_primary.jpg,Pure Aloe – All Seasons Soothing & Hydrating Head To Toe Caring Gel 100ml_secondary.jpg,
hair,Sandalwood Vetiver – Hair Conditioner 250ml,$18.00 ,DANDRUFF & OILY SCALP,A total-care conditioner enriched with naturally balancing herbs & fragrant invigorating essential oils to promote overall hair health. Organic fresh Aloe Vera soothes & hydrates.,Out of stock,Sandalwood Vetiver – Hair Conditioner 250ml_primary.jpg,Sandalwood Vetiver – Hair Conditioner 250ml_secondary.jpg,
hair,Neroli Jasmine – Hair Conditioner 250ml,$18.00 ,DAMAGED & CHEMICALLY TREATED,A total-care conditioner enriched with naturally re-hydrant herbs & fragrant calming essential oils to promote overall hair health.,Out of stock,Neroli Jasmine – Hair Conditioner 250ml_primary.jpg,Neroli Jasmine – Hair Conditioner 250ml_secondary.jpg,
hair,Sandalwood – Wonder Oil 100ml,$29.00 ,BODY OILS,"The power of 8 Ayurveda WonderHerbs in an ultra-nourishing blend. Instantly adds a soft silky-smooth touch to skin & hair, without a greasy after-feel. Moringa & Sandalwood help soothe skin & shield against pollution. Sweet Almond & Virgin Coconut help protect skin & hair from dryness.",Out of stock,Sandalwood – Wonder Oil 100ml_primary.jpg,Sandalwood – Wonder Oil 100ml_secondary.jpg,
hair,Night Jasmine – Wonder Oil 100ml,$29.00 ,BODY OILS,"The power of 8 Ayurveda WonderHerbs in an ultra-nourishing blend. Instantly adds a soft silky-smooth touch to skin & hair, without a greasy after-feel. Moringa & Jasmine help soothe skin & shield against pollution. Sweet Almond & Virgin Coconut help protect skin & hair from dryness.",Out of stock,Night Jasmine – Wonder Oil 100ml_primary.jpg,Night Jasmine – Wonder Oil 100ml_secondary.jpg,
hair,Wild Mangosteen – Natural Butter 25g,$14.00 ,BRIDAL SHOWER,A 100% natural multi-usage ultra nourishing butter,In Stock,Wild Mangosteen – Natural Butter 25g_primary.jpg,Wild Mangosteen – Natural Butter 25g_secondary.jpg,
hair,Ceylon Mango – Natural Butter 25g,$14.00 ,BRIDAL SHOWER,A 100% natural multi-usage ultra nourishing butter,Out of stock,Ceylon Mango – Natural Butter 25g_primary.jpg,Ceylon Mango – Natural Butter 25g_secondary.jpg,
hair,Lemongrass Mandarin – Virgin Coconut Natural Butter,$12.00 ,BRIDAL SHOWER,A 100% natural multi-usage ultra nourishing butter,In Stock,Lemongrass Mandarin – Virgin Coconut Natural Butter_primary.jpg,Lemongrass Mandarin – Virgin Coconut Natural Butter_secondary.jpg,
hair,Pink Grapefruit – Virgin Coconut Natural Butter,$12.00 ,BRIDAL SHOWER,A 100% natural multi-usage ultra nourishing butter,Out of stock,Pink Grapefruit – Virgin Coconut Natural Butter_primary.jpg,Pink Grapefruit – Virgin Coconut Natural Butter_secondary.jpg,
hair,Ylang Lavender – Virgin Coconut Natural Butter,$12.00 ,BRIDAL SHOWER,A 100% natural multi-usage ultra nourishing butter,In Stock,Ylang Lavender – Virgin Coconut Natural Butter_primary.jpg,Ylang Lavender – Virgin Coconut Natural Butter_secondary.jpg,
hair,Neroli Jasmine – Virgin Coconut Natural Butter,$12.00 ,BRIDAL SHOWER,A 100% natural multi-usage ultra nourishing butter,Out of stock,Neroli Jasmine – Virgin Coconut Natural Butter_primary.jpg,Neroli Jasmine – Virgin Coconut Natural Butter_secondary.jpg,
hair,Virgin Coconut – Hair & Body Natural Butter 100g,$18.00 ,BUTTER,A 100% natural multi-usage ultra-nourishing butter of pure Virgin Coconut Oil naturally extracted at source from the finest fresh coconuts hand-picked from the lush tropical gardens of Ceylon.,Out of stock,Virgin Coconut – Hair & Body Natural Butter 100g_primary.jpg,Virgin Coconut – Hair & Body Natural Butter 100g_secondary.jpg,
hair,Sandalwood Vetiver – Hair Nourishing Balm 200g,$19.00 ,DAMAGED & CHEMICALLY TREATED,"A deep penetrating, balancing treatment with vitamin-rich regenerative Ayurveda herbs.",Out of stock,Sandalwood Vetiver – Hair Nourishing Balm 200g_primary.jpg,Sandalwood Vetiver – Hair Nourishing Balm 200g_secondary.jpg,
hair,Sandalwood Vetiver – Hair Oil Mist 100ml,$17.00 ,DANDRUFF & OILY SCALP,"A fast absorbent natural shine formula, with refreshing aromatic herbs.",Out of stock,Sandalwood Vetiver – Hair Oil Mist 100ml_primary.jpg,,
hair,Aloe Vera Water Grass – Hair Oil Mist 100ml,$17.00 ,MIST,"A fast-absorbent natural shine formula, with refreshing & fortifying Ayurveda herbs & essential oils.",Out of stock,Aloe Vera Water Grass – Hair Oil Mist 100ml_primary.jpg,,
hair,Neroli Jasmine – Scalp Massage Oil 250ml,$19.00 ,DANDRUFF & DRY SCALP,A calming blend of essential oils & hydrating Ayurveda herbs infused in vitamin rich Virgin Coconut oil.,Out of stock,Neroli Jasmine – Scalp Massage Oil 250ml_primary.jpg,Neroli Jasmine – Scalp Massage Oil 250ml_secondary.jpg,
hair,Neelayadi – Scalp & Hair Treatment Oil 250ml,$19.00 ,DANDRUFF & OILY SCALP,A powerful traditional formula with unique medicated soothing action.,Out of stock,Neelayadi – Scalp & Hair Treatment Oil 250ml_primary.jpg,Neelayadi – Scalp & Hair Treatment Oil 250ml_secondary.jpg,
hair,Nishadi – Scalp & Hair Treatment Oil 250ml,$19.00 ,OIL,A powerful traditional formula with energizing therapeutic action.,Out of stock,Nishadi – Scalp & Hair Treatment Oil 250ml_primary.jpg,Nishadi – Scalp & Hair Treatment Oil 250ml_secondary.jpg,
hair,Thriphala – Treatment Oil 250ml,$17.00 ,OIL,A powerful traditional formula. Increases blood circulation & relieves muscle & joint pains.,Out of stock,Thriphala – Treatment Oil 250ml_primary.jpg,Thriphala – Treatment Oil 250ml_secondary.jpg,
