id,product_name,price,category,sub_category,availability,description,,img_primary,img_secondary,url
p181,Cardamom Rose – Body Scrub  225g,23,mind & body,body scrubs & polishes,yes,"A naturally creamy scrub infused with a powerful blend of herbs, minerals & aromatic oils. Deep-acting Red Sandalwood & Walnut combine to help purify skin, clearing clogged pores, removing toxins & dead cells. Pure Licorice & Himalayan Rose promote overall skin cell renewal & help brighten skin tone. Virgin Coconut, Olive & Honey soften & smoothen improving overall health.",,Cardamom Rose – Body Scrub  225g_primary.jpg,Cardamom Rose – Body Scrub  225g_secondary.jpg,https://store.spaceylon.com/product/cardamom-rose-body-scrub-225g/
p182,Cardamom Rose – Hand Wash 250ml,16,mind & body,cardamom rose,no,"A gentle hand cleanser with a fragrant blend of herbs & essential oils. Organic fresh Aloe Vera hydrates hands. Green Olive help keep hands naturally soft & smoothe. Coconut gently cleanses hands without drying skin. Himalayan Rose soothes, calms & helps take away daily stress, relaxing the senses. Luxuriously fragrant Organic Ceylon Cardamom warms, uplifts & clarifies the mind & body. The synergistic blend promotes joyous natural well-being.",,Cardamom Rose – Hand Wash 250ml_primary.jpg,Cardamom Rose – Hand Wash 250ml_secondary.jpg,https://store.spaceylon.com/product/cardamom-rose-hand-wash-250ml-2/
p183,Cardamom Rose – Hand Cream 250ml,18,mind & body,cardamom rose,no,"A natural revitalizing treatment enriched with vitamin rich Sweet Almond, Wheatgerm & Virgin Coconut to moisturise, nourish & help care for dry & rough skin. Protects hands & helps preserve youthfulness. Soothes, softens & smoothens for total hand care. Himalayan Rose soothes, calms & helps take away daily stress, while relaxing the senses. Luxuriously fragrant Organic Ceylon Cardamom warms, uplifts & clarifies the mind & body. The synergistic blend promotes joyous natural well-being.",,Cardamom Rose – Hand Cream 250ml_primary.jpg,Cardamom Rose – Hand Cream 250ml_secondary.jpg,https://store.spaceylon.com/product/cardamom-rose-hand-cream-250ml-2/
p184,Cardamom Rose – Body Lotion 250ml,15,mind & body,cardamom rose,yes,"A light moisturiser with a revitalizing blend of herbs & essential oils. Virgin Coconut, Wheatgerm & Sweet Almond improve overall health & help soothe & calm skin after sun exposure. Rice bran, Olive & Honey soften & protect skin against dryness, while improving visible youthfulness. Himalayan Rose soothes, calms & helps take away daily stress, relaxing the senses. Luxuriously fragrant Organic Ceylon Cardamom warms, uplifts & clarifies the mind & body. The synergistic blend promotes joyous natural well-being.",,Cardamom Rose – Body Lotion 250ml_primary.jpg,Cardamom Rose – Body Lotion 250ml_secondary.jpg,https://store.spaceylon.com/product/cardamom-rose-body-lotion-250ml/
p185,Cardamom Rose – Bath & Shower Gel 250ml,26,mind & body,bath & shower,no,"A mild cleansing formula infused with precious herbs pure aromatic essential oils. Organic fresh Aloe Vera cools entire body system, while Virgin Coconut, Sweet Almond & Olive gently cleanse & nourish skin, improving overall health. Himalayan Rose soothes, calms & helps take away daily stress, relaxing the senses. Luxuriously fragrant Organic Ceylon Cardamom warms, uplifts & clarifies the mind & body. The synergistic blend promotes joyous natural well-being.",,Cardamom Rose – Bath & Shower Gel 250ml_primary.jpg,Cardamom Rose – Bath & Shower Gel 250ml_secondary.jpg,https://store.spaceylon.com/product/cardamom-rose-bath-shower-gel-250ml/
p186,Green Mint – Cooling Aloe Leg Gel 250Ml,18,mind & body,foot care,no,"A naturally caring light-weight formula enriched with the goodness of soothing Aloe Vera with calming Witch Hazel, caring Grape & Calendula. The instant cooling action of Peppermint refreshes & rejuvenates over-worked & tired legs, while Organic Lemongrass naturally refreshes skin. The overall cooling experience leaves feet & legs feeling comforted & relaxed.",,Green Mint – Cooling Aloe Leg Gel 250Ml_primary.jpg,Green Mint – Cooling Aloe Leg Gel 250Ml_secondary.jpg,https://store.spaceylon.com/product/green-mint-cooling-aloe-leg-gel-250ml/
p187,Detox – Red Sandalwood Body Essence 250ml,20,mind & body,detox,no,An extra light day treatment to protect skin from harmful toxins & harsh environmental factors.,,Detox – Red Sandalwood Body Essence 250ml_primary.jpg,Detox – Red Sandalwood Body Essence 250ml_secondary.jpg,https://store.spaceylon.com/product/detox-red-sandalwood-body-essence-250ml/
p188,Detox – Eucalyptus Bath & Shower Gel 250ml,20,mind & body,bath & shower,no,A powerful purifying formula to assist in drawing out harmful toxins & deep seated impurities from the skin.,,Detox – Eucalyptus Bath & Shower Gel 250ml_primary.jpg,Detox – Eucalyptus Bath & Shower Gel 250ml_secondary.jpg,https://store.spaceylon.com/product/detox-eucalyptus-bath-shower-gel-250ml/
p189,Comfort – Relieving Balm 50g,11,mind & body,balms & rubs,no,100% natural fast action comforting & calming relief from fatigue & discomfort. Soothes & relaxes body. Gently comforts the senses.,,Comfort – Relieving Balm 50g_primary.jpg,Comfort – Relieving Balm 50g_secondary.jpg,https://store.spaceylon.com/product/comfort-relieving-balm-50g/
p190,Happy – Uplifting Balm 50g,11,mind & body,balms & rubs,yes,"Naturally refreshes & invigorates senses, promoting positive energies & happiness. Gently soothes & uplifts the senses.",,,Happy – Uplifting Balm 50g_secondary.jpg,https://store.spaceylon.com/product/happy-uplifting-balm-50g/
p191,Precious Wood – Home Aroma Blend 20ml,19,mind & body,home aroma blends,no,"100% pure natural essential oil distilled at source. Carefully processed to ensure rich natural aroma & benefits are preserved in every drop.
Soothing
Cooling
Refreshing",,Precious Wood – Home Aroma Blend 20ml_primary.jpg,Precious Wood – Home Aroma Blend 20ml_secondary.jpg,https://store.spaceylon.com/product/precious-wood-home-aroma-blend-20ml/
p192,Aloe Watergrass – Home Aroma Blend 20ml,17,mind & body,home aroma blends,no,"100% pure natural essential oil distilled at source. Carefully processed to ensure rich natural aroma & benefits are preserved in every drop.
Soothing
Warming
Energising",,Aloe Watergrass – Home Aroma Blend 20ml_primary.jpg,Aloe Watergrass – Home Aroma Blend 20ml_secondary.jpg,https://store.spaceylon.com/product/aloe-watergrass-home-aroma-blend-20ml/
p193,Forest Trail – Home Aroma Blend 20ml,16,mind & body,home aroma blends,no,"100% pure natural essential oil distilled at source. Carefully processed to ensure rich natural aroma & benefits are preserved in every drop.
Soothing
Refreshing
Balancing",,Forest Trail – Home Aroma Blend 20ml_primary.jpg,Forest Trail – Home Aroma Blend 20ml_secondary.jpg,https://store.spaceylon.com/product/forest-trail-home-aroma-blend-20ml/
p194,Ceylon Tea & Ylang – Home Aroma Blend 20ml,17,mind & body,home aroma blends,no,100% pure natural essential oil distilled at source. Carefully processed to ensure rich natural aroma & benefits are preserved in every drop.,,Ceylon Tea & Ylang – Home Aroma Blend 20ml_primary.jpg,Ceylon Tea & Ylang – Home Aroma Blend 20ml_secondary.jpg,https://store.spaceylon.com/product/ceylon-tea-ylang-home-aroma-blend-20ml/
p195,Cardamom Rose – Home Spa Set,46,mind & body,bridal shower,no,"A selection of indulgent Ayurveda home spa formulae infused with precious herbs & pure aromatic essential oils.
Available to purchase in the local Stores.",,,,https://store.spaceylon.com/product/cardamom-rose-home-spa-set/
p196,Pink Grapefruit – Home Aroma Blend 20ml,15,mind & body,home aroma blends,no,For body massage use. Best for oily / Problem skin.,,Pink Grapefruit – Home Aroma Blend 20ml_primary.jpg,Pink Grapefruit – Home Aroma Blend 20ml_secondary.jpg,https://store.spaceylon.com/product/pink-grapefruit-home-aroma-blend-20ml/
p197,Peppermint – Essential Oil 20ml,12,mind & body,essential oils,yes,For body massage use: Best for oily skin.,,Peppermint – Essential Oil 20ml_primary.jpg,Peppermint – Essential Oil 20ml_secondary.jpg,https://store.spaceylon.com/product/peppermint-essential-oil-20ml/
p198,White Tuberose – Body Scrub 200g,25,mind & body,body scrubs & polishes,no,"A nutrient-rich creamy formula with 100% pure precious Tuberose oil to gently lighten, brighten & illuminate skin.",,White Tuberose – Body Scrub 200g_primary.jpg,White Tuberose – Body Scrub 200g_secondary.jpg,https://store.spaceylon.com/product/white-tuberose-body-scrub-200g/
p199,Sensual Sandalwood – Bath & Massage Oil 150ml,20,mind & body,dosha types,no,A sensual blend of herbs & essential oils Hydrate & de-stress the body & mind.,,Sensual Sandalwood – Bath & Massage Oil 150ml_primary.jpg,Sensual Sandalwood – Bath & Massage Oil 150ml_secondary.jpg,https://store.spaceylon.com/product/sensual-sandalwood-bath-massage-oil-150ml/
p200,Ceylon Tea & Ylang – Body Butter 225g,20,mind & body,ceylon tea,no,"A light moisturiser infused with a naturally protective blend of Green, White & Black Teas – rich in natural anti-oxidants & nutrients.",,Ceylon Tea & Ylang – Body Butter 225g_primary.jpg,Ceylon Tea & Ylang – Body Butter 225g_secondary.jpg,https://store.spaceylon.com/product/ceylon-tea-ylang-body-butter-225g/
p201,Ceylon Tea & Spice – Body Scrub 225g,17,mind & body,body scrubs & polishes,yes,"A creamy scrub infused with a naturally protective, soothing & calming blend of Green, White & Black Teas",,Ceylon Tea & Spice – Body Scrub 225g_primary.jpg,Ceylon Tea & Spice – Body Scrub 225g_secondary.jpg,https://store.spaceylon.com/product/ceylon-tea-spice-body-scrub-225g/
p202,Ceylon Tea & Ylang – Hand & Body Lotion 250ml,19,mind & body,ceylon tea,no,"A light moisturiser infused with a naturally protective blend of Green, White & Black Teas – rich in natural anti-oxidants & nutrients. Helps soothe & calm skin after sun exposure, while improving visible youthfulness.",,Ceylon Tea & Ylang – Hand & Body Lotion 250ml_primary.jpg,Ceylon Tea & Ylang – Hand & Body Lotion 250ml_secondary.jpg,https://store.spaceylon.com/product/ceylon-tea-ylang-hand-body-lotion-250ml/
p203,Ceylon Tea & Mint – Bath & Shower Gel 300ml,19,mind & body,bath & shower,no,"A mild cleanser infused with a naturally protective, soothing & calming blend of Green, White & Black Teas – rich in natural anti-oxidants & nutrients.",,Ceylon Tea & Mint – Bath & Shower Gel 300ml_primary.jpg,Ceylon Tea & Mint – Bath & Shower Gel 300ml_secondary.jpg,https://store.spaceylon.com/product/ceylon-tea-mint-bath-shower-gel-300ml/
p204,Love Sensual – Massage Oil 300ml,23,mind & body,dosha types,no,Description not available,,Love Sensual – Massage Oil 300ml_primary.jpg,Love Sensual – Massage Oil 300ml_secondary.jpg,https://store.spaceylon.com/product/love-sensual-massage-oil-300ml/
p205,Peace – Relaxing Body & Pillow Mist 100ml,15,mind & body,body & pillow mists,no,A soothing & protective mist with a blend of herbs & essential oils to promote peace & harmony.,,Peace – Relaxing Body & Pillow Mist 100ml_primary.jpg,Peace – Relaxing Body & Pillow Mist 100ml_secondary.jpg,https://store.spaceylon.com/product/peace-relaxing-body-pillow-mist-100ml/
p206,Sleep – Body & Pillow Mist 100ml,21,mind & body,body & pillow mists,no,Quick drying non-oily natural mist to promote deep restful sleep.,,Sleep – Body & Pillow Mist 100ml_primary.jpg,Sleep – Body & Pillow Mist 100ml_secondary.jpg,https://store.spaceylon.com/product/sleep-body-pillow-mist-100ml/
p207,Sleep – Bath Soak 200g,17,mind & body,bath & shower,yes,"A relaxing blend of herbs, minerals & essential oils to promote deep restful sleep.",,Sleep – Bath Soak 200g_primary.jpg,Sleep – Bath Soak 200g_secondary.jpg,https://store.spaceylon.com/product/sleep-bath-soak-200g/
p208,Sleep – Bath & Shower Gel 300ml,18,mind & body,bath & shower,no,A mild cleansing formula blended with calming essential oils to promote deep restful sleep.,,Sleep – Bath & Shower Gel 300ml_primary.jpg,Sleep – Bath & Shower Gel 300ml_secondary.jpg,https://store.spaceylon.com/product/sleep-bath-shower-gel-300ml/
p209,Jasmine – Body Oil Mist 100ml,14,mind & body,body oils,no,"Fast-absorbent natural formula. Nourishes, conditions & protects, restoring natural balance.",,Jasmine – Body Oil Mist 100ml_primary.jpg,Jasmine – Body Oil Mist 100ml_secondary.jpg,https://store.spaceylon.com/product/jasmine-body-oil-mist-100ml/
p210,Peace – Soothing Balm 25g,8,mind & body,balms & rubs,no,"Instant natural cooling & calming relief from stress, headache, cold, chest congestion & minor pains.",,Peace – Soothing Balm 25g_primary.jpg,Peace – Soothing Balm 25g_secondary.jpg,https://store.spaceylon.com/product/peace-soothing-balm-25g/
p211,Sleep – Calming Balm 25g,8,mind & body,balms & rubs,no,"Naturally Hydrates, calms & relaxes mind & body, promoting overall health, total tranquility & deep restful sleep.",,Sleep – Calming Balm 25g_primary.jpg,Sleep – Calming Balm 25g_secondary.jpg,https://store.spaceylon.com/product/sleep-calming-balm-25g/
p212,Breathe – Soothing Herbs 25g,8,mind & body,dosha types,no,"100% natural traditional formula to help soothe & relieve stress. Refreshes, reduces stuffiness & eases discomfort. Gently calms & clarifies the senses.",,Breathe – Soothing Herbs 25g_primary.jpg,Breathe – Soothing Herbs 25g_secondary.jpg,https://store.spaceylon.com/product/breathe-soothing-herbs-25g/
p213,Water Lily – Body Oil Mist 100ml,14,mind & body,body oils,yes,"Fast-absorbent natural formula. Nourishes, conditions & protects, restoring natural balance.",,Water Lily – Body Oil Mist 100ml_primary.jpg,Water Lily – Body Oil Mist 100ml_secondary.jpg,https://store.spaceylon.com/product/water-lily-body-oil-mist-100ml/
p214,Pink Lotus – Body Oil Mist 100ml,14,mind & body,body oils,yes,"Fast-absorbent natural formula. Nourishes, conditions & protects, restoring natural balance.",,Pink Lotus – Body Oil Mist 100ml_primary.jpg,Pink Lotus – Body Oil Mist 100ml_secondary.jpg,https://store.spaceylon.com/product/pink-lotus-body-oil-mist-100ml/
p215,Water Lily – Body Lotion 300ml,17,hair,dosha types,no,"Natural formula to moisturise, nourish & treat dryness.",,Water Lily – Body Lotion 300ml_primary.jpg,Water Lily – Body Lotion 300ml_secondary.jpg,https://store.spaceylon.com/product/water-lily-body-lotion-300ml/
p216,Pink Lotus – Body Lotion 300ml,17,hair,dosha types,no,"A rich natural formula with a hydrating blend of herbs & floral extracts to moisturise, nourish & care. Olive, Wheatgerm & Rice Bran help hydrate & promote moisture retention. Virgin Coconut & Sweet Almond improve overall skin health & protect skin from harmful effects of sun, cold & pollution. Pink Lotus, Saffron & Sandalwood help soothe dryness, soften rough patches & energize skin, while improving visible youthfulness. The tropical aroma of Pink Lotus delights the senses.",,Pink Lotus – Body Lotion 300ml_primary.jpg,Pink Lotus – Body Lotion 300ml_secondary.jpg,https://store.spaceylon.com/product/pink-lotus-body-lotion-300ml/
p217,Ginger Spice – Bath & Shower Gel 300ml,15,hair,bath & shower,no,A mild cleansing formula blended with uplifting essential oils to gently Face Care/Purify the body & clear the mind.,,,Ginger Spice – Bath & Shower Gel 300ml_secondary.jpg,https://store.spaceylon.com/product/ginger-spice-bath-shower-gel-300ml/
p218,Margosa Lime – Bath & Shower Gel 300Ml,15,hair,bath & shower,yes,Best for normal to dry skin,,,Margosa Lime – Bath & Shower Gel 300Ml_secondary.jpg,https://store.spaceylon.com/product/margosa-lime-bath-shower-gel-300ml/
p219,Aloe Vera Mint – Bath & Shower Gel 300Ml,15,hair,bath & shower,no,A mild cleansing formula blended with soothing essential oils to gently purify the body & calm the mind.,,,Aloe Vera Mint – Bath & Shower Gel 300Ml_secondary.jpg,https://store.spaceylon.com/product/aloe-vera-mint-bath-shower-gel-300ml/
p220,Calumba Wood – Body Scrub 225g,15,hair,body scrubs & polishes,no,"A deep action natural exfoliating formula. Clears clogged pores, removing harmful toxins & dead cells.",,Calumba Wood – Body Scrub 225g_primary.jpg,Calumba Wood – Body Scrub 225g_secondary.jpg,https://store.spaceylon.com/product/calumba-wood-body-scrub-225g/
p221,Vetiver & Island Spice – Massage & Bath Oil 150ml,18,hair,dosha types,yes,"An uplifting blend of essential oils & Ayurvedic herbs, infused in vitamin rich virgin coconut oil.
* Paraben Free
* Alcohol Free
* Paraffin Free
* Against Animal Cruelty
* Sustainable Harvesting
* 100% Vegetarian
* Supports Community Fair Trade",,Vetiver & Island Spice – Massage & Bath Oil 150ml_primary.jpg,Vetiver & Island Spice – Massage & Bath Oil 150ml_secondary.jpg,https://store.spaceylon.com/product/vetiver-island-spice-massage-bath-oil-150ml/
p222,Aloe Vera & Pandanus – Massage & Bath Oil 150ml,18,hair,massage balms & oils,no,"Rejuvenate your mind and body with a calming blend of essential oils & Ayurvedic herbs, infused in vitamin rich virgin coconut oil.",,Aloe Vera & Pandanus – Massage & Bath Oil 150ml_primary.jpg,Aloe Vera & Pandanus – Massage & Bath Oil 150ml_secondary.jpg,https://store.spaceylon.com/product/aloe-vera-pandanus-massage-bath-oil-150ml/
p223,Sensual Sandalwood – Bath & Shower Gel 300ml,23,hair,bath & shower,no,A mild cleanser with a blend of herbs & essential oils to hydrate & de-stress the body & mind.,,Sensual Sandalwood – Bath & Shower Gel 300ml_primary.jpg,Sensual Sandalwood – Bath & Shower Gel 300ml_secondary.jpg,https://store.spaceylon.com/product/sensual-sandalwood-bath-shower-gel-300ml/
p224,Aloe Vera Mint – Massage Balm 200g,17,hair,massage balms & oils,no,"A naturally uplifting formula. Promotes natural well-being & relaxation. Nourishes & moisturises, improving skin health. Soothing rejuvenation for mind & body.",,Aloe Vera Mint – Massage Balm 200g_primary.jpg,Aloe Vera Mint – Massage Balm 200g_secondary.jpg,https://store.spaceylon.com/product/aloe-vera-mint-massage-balm-200g/
p225,Red Sandalwood – Body Scrub 225g,15,hair,body scrubs & polishes,yes,"A deep action natural exfoliating formula. Clears clogged pores, removing harmful toxins & dead cells.",,Red Sandalwood – Body Scrub 225g_primary.jpg,Red Sandalwood – Body Scrub 225g_secondary.jpg,https://store.spaceylon.com/product/red-sandalwood-body-scrub-225g/
p226,Red Sandal & Cinnamon – Anti-Bacterial Exfoliating Wellness Soap 100g,7,hair,bath & shower,yes,"A deep-purifying treatment infused with a naturally anti-bacterial blend of Red Sandal, Cinnamon, Licorice, Lavender, Lemon, Rosemary & Cardamom.",,Red Sandal & Cinnamon – Anti-Bacterial Exfoliating Wellness Soap 100g_primary.jpg,Red Sandal & Cinnamon – Anti-Bacterial Exfoliating Wellness Soap 100g_secondary.jpg,https://store.spaceylon.com/product/red-sandal-cinnamon-anti-bacterial-exfoliating-wellness-soap-100g/
p227,Jewel Paradise – Island Cracker (Large),20,hair,festive editions,no,"This festive season, we celebrate Ceylon’s rich heritage of exotic, coloured gemstones, treasured over centuries of time. The limited-edition celebration collections are adorned with these precious sparkling jewels, uniquely laid out in our signature floral artistry, inspired by traditional motifs from the grand Royal palaces of ancient Ceylon.
Every time you purchase or gift an item from our Jewel Paradise Collection, you contribute a part of the proceeds towards Spa Ceylon’s initiatives, to help conserve endangered species of rare Ceylonese flowers in the rainforest regions of the island.",,Jewel Paradise – Island Cracker (Large)_primary.jpg,Jewel Paradise – Island Cracker (Large)_secondary.jpg,https://store.spaceylon.com/product/jewel-paradise-island-cracker-large/
p228,Jewel Paradise – Bath & Body Collection,33,hair,festive editions,no,"This festive season, we celebrate Ceylon’s rich heritage of exotic, coloured gemstones, treasured over centuries of time. The limited-edition celebration collections are adorned with these precious sparkling jewels, uniquely laid out in our signature floral artistry, inspired by traditional motifs from the grand Royal palaces of ancient Ceylon.
Every time you purchase or gift an item from our Jewel Paradise Collection, you contribute a part of the proceeds towards Spa Ceylon’s initiatives, to help conserve endangered species of rare Ceylonese flowers in the rainforest regions of the island.",,Jewel Paradise – Bath & Body Collection_primary.jpg,Jewel Paradise – Bath & Body Collection_secondary.jpg,https://store.spaceylon.com/product/jewel-paradise-bath-body-collection/
p229,Jewel Paradise – 100g Luxury Soap Collection,13,hair,festive editions,no,"This festive season, we celebrate Ceylon’s rich heritage of exotic, coloured gemstones, treasured over centuries of time. The limited-edition celebration collections are adorned with these precious sparkling jewels, uniquely laid out in our signature floral artistry, inspired by traditional motifs from the grand Royal palaces of ancient Ceylon.
Every time you purchase or gift an item from our Jewel Paradise Collection, you contribute a part of the proceeds towards Spa Ceylon’s initiatives, to help conserve endangered species of rare Ceylonese flowers in the rainforest regions of the island.",,Jewel Paradise – 100g Luxury Soap Collection_primary.jpg,Jewel Paradise – 100g Luxury Soap Collection_secondary.jpg,https://store.spaceylon.com/product/jewel-paradise-100g-luxury-soap-collection/
p230,Jewel Paradise – 50g Luxury Soap Collection,10,hair,festive editions,no,"This festive season, we celebrate Ceylon’s rich heritage of exotic, coloured gemstones, treasured over centuries of time. The limited-edition celebration collections are adorned with these precious sparkling jewels, uniquely laid out in our signature floral artistry, inspired by traditional motifs from the grand Royal palaces of ancient Ceylon.
Every time you purchase or gift an item from our Jewel Paradise Collection, you contribute a part of the proceeds towards Spa Ceylon’s initiatives, to help conserve endangered species of rare Ceylonese flowers in the rainforest regions of the island.",,Jewel Paradise – 50g Luxury Soap Collection_primary.jpg,Jewel Paradise – 50g Luxury Soap Collection_secondary.jpg,https://store.spaceylon.com/product/jewel-paradise-50g-luxury-soap-collection/
p231,Jewel Paradise – Island Treats –  Royal Lotus,16,hair,festive editions,no,"This festive season, we celebrate Ceylon’s rich heritage of exotic, coloured gemstones, treasured over centuries of time. The limited-edition celebration collections are adorned with these precious sparkling jewels, uniquely laid out in our signature floral artistry, inspired by traditional motifs from the grand Royal palaces of ancient Ceylon.
Every time you purchase or gift an item from our Jewel Paradise Collection, you contribute a part of the proceeds towards Spa Ceylon’s initiatives, to help conserve endangered species of rare Ceylonese flowers in the rainforest regions of the island.",,Jewel Paradise – Island Treats –  Royal Lotus_primary.jpg,Jewel Paradise – Island Treats –  Royal Lotus_secondary.jpg,https://store.spaceylon.com/product/jewel-paradise-island-treats-royal-lotus/
p232,Jewel Paradise – Island Treats – Neroli Jasmine,16,hair,festive editions,no,"This festive season, we celebrate Ceylon’s rich heritage of exotic, coloured gemstones, treasured over centuries of time. The limited-edition celebration collections are adorned with these precious sparkling jewels, uniquely laid out in our signature floral artistry, inspired by traditional motifs from the grand Royal palaces of ancient Ceylon.
Every time you purchase or gift an item from our Jewel Paradise Collection, you contribute a part of the proceeds towards Spa Ceylon’s initiatives, to help conserve endangered species of rare Ceylonese flowers in the rainforest regions of the island.",,Jewel Paradise – Island Treats – Neroli Jasmine_primary.jpg,Jewel Paradise – Island Treats – Neroli Jasmine_secondary.jpg,https://store.spaceylon.com/product/jewel-paradise-island-treats-neroli-jasmine/
p233,Jewel Paradise – Island Treats – Kandyan Rose,16,hair,festive editions,no,"This festive season, we celebrate Ceylon’s rich heritage of exotic, coloured gemstones, treasured over centuries of time. The limited-edition celebration collections are adorned with these precious sparkling jewels, uniquely laid out in our signature floral artistry, inspired by traditional motifs from the grand Royal palaces of ancient Ceylon.
Every time you purchase or gift an item from our Jewel Paradise Collection, you contribute a part of the proceeds towards Spa Ceylon’s initiatives, to help conserve endangered species of rare Ceylonese flowers in the rainforest regions of the island.",,Jewel Paradise – Island Treats – Kandyan Rose_primary.jpg,Jewel Paradise – Island Treats – Kandyan Rose_secondary.jpg,https://store.spaceylon.com/product/jewel-paradise-island-treats-kandyan-rose/
p234,Jewel Paradise – Island Cracker Trio,13,hair,festive editions,no,"This festive season, we celebrate Ceylon’s rich heritage of exotic, coloured gemstones, treasured over centuries of time. The limited-edition celebration collections are adorned with these precious sparkling jewels, uniquely laid out in our signature floral artistry, inspired by traditional motifs from the grand Royal palaces of ancient Ceylon.
Every time you purchase or gift an item from our Jewel Paradise Collection, you contribute a part of the proceeds towards Spa Ceylon’s initiatives, to help conserve endangered species of rare Ceylonese flowers in the rainforest regions of the island.",,Jewel Paradise – Island Cracker Trio_primary.jpg,Jewel Paradise – Island Cracker Trio_secondary.jpg,https://store.spaceylon.com/product/jewel-paradise-island-cracker-trio/
p235,Jewel Paradise – Pampering Set  – Royal Lotus,22,hair,festive editions,no,"This festive season, we celebrate Ceylon’s rich heritage of exotic, coloured gemstones, treasured over centuries of time. The limited-edition celebration collections are adorned with these precious sparkling jewels, uniquely laid out in our signature floral artistry, inspired by traditional motifs from the grand Royal palaces of ancient Ceylon.
Every time you purchase or gift an item from our Jewel Paradise Collection, you contribute a part of the proceeds towards Spa Ceylon’s initiatives, to help conserve endangered species of rare Ceylonese flowers in the rainforest regions of the island.",,Jewel Paradise – Pampering Set  – Royal Lotus_primary.jpg,Jewel Paradise – Pampering Set  – Royal Lotus_secondary.jpg,https://store.spaceylon.com/product/jewel-paradise-pampering-set-royal-lotus/
p236,Jewel Paradise – Pampering Set – Neroli Jasmine,22,hair,festive editions,no,"This festive season, we celebrate Ceylon’s rich heritage of exotic, coloured gemstones, treasured over centuries of time. The limited-edition celebration collections are adorned with these precious sparkling jewels, uniquely laid out in our signature floral artistry, inspired by traditional motifs from the grand Royal palaces of ancient Ceylon.
Every time you purchase or gift an item from our Jewel Paradise Collection, you contribute a part of the proceeds towards Spa Ceylon’s initiatives, to help conserve endangered species of rare Ceylonese flowers in the rainforest regions of the island.",,Jewel Paradise – Pampering Set – Neroli Jasmine_primary.jpg,Jewel Paradise – Pampering Set – Neroli Jasmine_secondary.jpg,https://store.spaceylon.com/product/jewel-paradise-pampering-set-neroli-jasmine/
p237,Jewel Paradise – Pampering Set  – Kandyan Rose,22,hair,festive editions,no,"This festive season, we celebrate Ceylon’s rich heritage of exotic, coloured gemstones, treasured over centuries of time. The limited-edition celebration collections are adorned with these precious sparkling jewels, uniquely laid out in our signature floral artistry, inspired by traditional motifs from the grand Royal palaces of ancient Ceylon.
Every time you purchase or gift an item from our Jewel Paradise Collection, you contribute a part of the proceeds towards Spa Ceylon’s initiatives, to help conserve endangered species of rare Ceylonese flowers in the rainforest regions of the island.",,Jewel Paradise – Pampering Set  – Kandyan Rose_primary.jpg,Jewel Paradise – Pampering Set  – Kandyan Rose_secondary.jpg,https://store.spaceylon.com/product/jewel-paradise-pampering-set-kandyan-rose/
p238,Virgin Coconut – Hair Nourishing Oil 100ml,10,hair,dry hair,no,A 100% natural ultra-light blend of pure Virgin Coconut & lighter Coconut Oils.,,Virgin Coconut – Hair Nourishing Oil 100ml_primary.jpg,Virgin Coconut – Hair Nourishing Oil 100ml_secondary.jpg,https://store.spaceylon.com/product/virgin-coconut-hair-nourishing-oil-100ml/
p239,Aloe Vera Watergrass -Hair Nourishing Oil 100ml,16,hair,aloe vera watergrass,yes,A powerful nourishing formula with Ayurveda WonderHerbs infused in vitamin-rich Virgin Coconut oil.,,Aloe Vera Watergrass -Hair Nourishing Oil 100ml_primary.jpg,Aloe Vera Watergrass -Hair Nourishing Oil 100ml_secondary.jpg,https://store.spaceylon.com/product/aloe-vera-watergrass-hair-nourishing-oil-100ml/
p240,Neelyadi -Medicated Scalp & Hair Treatment Oil 100ml,12,hair,dandruff,no,"The deep penetrating medicated action nourishes & calms scalp & hair, to help effectively soothe, treat & control dandruff, itching, flaking & other related scalp problems.",,Neelyadi -Medicated Scalp & Hair Treatment Oil 100ml_primary.jpg,Neelyadi -Medicated Scalp & Hair Treatment Oil 100ml_secondary.jpg,https://store.spaceylon.com/product/533719/
p241,Neroli Jasmine – Hair Nourishing Oil 100ml,12,hair,damaged & coloured hair,no,A powerful nourishing formula with Ayurveda WonderHerbs infused in vitamin-rich Virgin Coconut oil.,,Neroli Jasmine – Hair Nourishing Oil 100ml_primary.jpg,Neroli Jasmine – Hair Nourishing Oil 100ml_secondary.jpg,https://store.spaceylon.com/product/neroli-jasmine-hair-nourishing-oil-100ml/
p242,Neroli Jasmine – Nourishing Hair Conditioner – 250ml,17,hair,conditioners,no,"A complete natural hair repair treatment, blended with vitamin-rich Wheatgerm & Aloe Vera to help reinforce, strengthen & fortify scalp & hair balance, visibly repairing damage due to harsh colouring & chemical processes.",,Neroli Jasmine – Nourishing Hair Conditioner – 250ml_primary.jpg,Neroli Jasmine – Nourishing Hair Conditioner – 250ml_secondary.jpg,https://store.spaceylon.com/product/neroli-jasmine-nourishing-hair-conditioner-250ml-2/
